id,Hotel Name,Address
2207,Courtyard East Lansing Okemos,3545 Meridian Crossing Drive Okemos
2208,Courtyard Edina Bloomington,4460 West 78th Street Circle Bloomington
2209,Courtyard Edison Woodbridge,3105 Woodbridge Ave. Edison
2210,Courtyard El Paso Airport,6610 International Road El Paso
2211,Courtyard El Paso East/I-10,12065 Gateway West Boulevard El Paso
2212,Courtyard Elmira Horseheads,202 Colonial Drive Horseheads
2213,Courtyard Erie Ambassador Conference Center,7792 Peach St. Erie
2214,Courtyard Ewing Princeton,360 Scotch Road Ewing
2215,Courtyard Fairfax Fair Oaks,11220 Lee Jackson Memorial Highway (Rte. 50) Fairfax
2216,Courtyard Fayetteville,4192 Sycamore Dairy Road Fayetteville
2217,Courtyard Fayetteville Fort Bragg/Spring Lake,120 North 5th Street Spring Lake
2218,Courtyard Fishkill,17 Westage Drive/Route 9 & I-84 Fishkill
2219,Courtyard Florence,2680 Hospitality Blvd. Florence
2220,Courtyard Foothill Ranch Irvine East/Lake Forest,27492 Portola Parkway Foothill Ranch
2221,Courtyard Fort Collins,1200 Oakridge Drive Fort Collins
2222,Courtyard Fort Lauderdale North/Cypress Creek,2440 W. Cypress Creek Road Fort Lauderdale
2223,Courtyard Fort Lauderdale SW/Miramar,14500 SW 29th Street Miramar
2224,Courtyard Fort Lauderdale Weston,2000 N Commerce Parkway Weston
2225,Courtyard Fort Meade BWI Business District,2700 Hercules Road Annapolis Junction
2226,Courtyard Fort Wayne Downtown at Grand Wayne Convention Center,1150 South Harrison Street Fort Wayne
2227,Courtyard Fort Worth at Alliance Town Center,3001 Amador Drive Fort Worth
2228,Courtyard Fort Worth West at Cityview,6400 Overton Ridge Boulevard Fort Worth
2229,Courtyard Franklin Cool Springs,2001 Meridian Blvd. Franklin
2230,Courtyard Frederick,5225 Westview Drive Frederick
2231,Courtyard Gaithersburg Washingtonian Center,204 Boardwalk Place Gaithersburg
2232,Courtyard Grand Rapids Airport,4741 28th Street SE Grand Rapids
2233,Courtyard Greenbelt,6301 Golden Triangle Drive Greenbelt
2234,Courtyard Greensboro,4400 West Wendover Avenue Greensboro
2235,Courtyard Greensboro Airport,7811 National Service Road Greensboro
2236,Courtyard Greenville,2225 Stantonsburg Road (US 264) Greenville
2237,Courtyard Greenville Haywood Mall,70 Orchard Park Drive Greenville
2238,Courtyard Greenville-Spartanburg Airport,115 The Parkway Greenville
2239,Courtyard Gulfport Beachfront,1600 East Beach Blvd. Gulfport
2240,Courtyard Hagerstown,17270 Valley Mall Road Hagerstown
2241,Courtyard Hamilton,1 Riverfront Plaza Hamilton
2242,Courtyard Hampton Coliseum Central,1917 Coliseum Drive Hampton
2243,Courtyard Hanover Whippany,157 Route 10 East Whippany
2244,Courtyard Harrisburg West/Mechanicsburg,4921 Gettysburg Road Mechanicsburg
2245,Courtyard Harrisonburg,1890 Evelyn Byrd Avenue Harrisonburg
2246,Courtyard Hartford Cromwell,4 Sebethe Drive Cromwell
2247,Courtyard Hartford Farmington,1583 Southeast Road Farmington
2248,Courtyard Hartford Manchester,225 Slater Street Manchester
2249,Courtyard Hartford Windsor,1 Day Hill Road Windsor
2250,Courtyard Hattiesburg,119 Grand Drive Hattiesburg
2251,Courtyard Hickory,1946 13th Avenue Drive SE Hickory
2252,Courtyard Houston by The Galleria,2900 Sage Road Houston
2253,Courtyard Houston Downtown/Convention Center,916 Dallas Street Houston
2254,Courtyard Houston Heights/I-10,3220 Katy Freeway Houston
2255,Courtyard Houston Intercontinental Airport,15838 John F Kennedy Boulevard Houston
2256,Courtyard Houston NASA/Clear Lake,18100 Saturn Lane Nassau Bay
2257,Courtyard Houston Northwest/Cypress,23930 Northwest Freeway Cypress
2258,Courtyard Houston Springwoods Village,22742 Holzwarth Road Spring
2259,Courtyard Houston Sugar Land/Lake Pointe,16740 Creek Bend Drive Sugar Land
2260,Courtyard Houston The Woodlands,1020 Lake Front Circle The Woodlands
2261,Courtyard Houston-West University,2929 Westpark Dr Houston
2262,Courtyard Indianapolis Airport,2602 Fortune Circle East Indianapolis
2263,Courtyard Indianapolis Carmel,37 W 103rd Street Indianapolis
2264,Courtyard Indianapolis Castleton,8670 Allisonville Road Indianapolis
2265,Courtyard Indianapolis Northwest,7226 Woodland Drive at 71st Street Indianapolis
2266,Courtyard Indianapolis Plainfield,450 Marketplace Mile Plainfield
2267,Courtyard Indianapolis South,4650 Southport Crossing Dr. Indianapolis
2268,Courtyard Iowa City,901 Melrose Avenue University Heights
2269,Courtyard Jackson,200 Campbell Oaks Drive Jackson
2270,Courtyard Jackson,2010 Bondsteel Drive Jackson
2271,Courtyard Jackson Airport/Pearl,415 Riverwind Drive Pearl
2272,Courtyard Jacksonville Airport Northeast,14668 Duval Road Jacksonville
2273,Courtyard Jacksonville Flagler Center,14402 Old St. Augustine Rd Jacksonville
2274,Courtyard Jacksonville I-295/East Beltway,9815 Lantern Street Jacksonville
2275,Courtyard Jacksonville Orange Park,610 Wells Road Orange Park
2276,Courtyard Johnson City,4025 Hamilton Place Johnson City
2277,Courtyard Jonesboro,4811 East Johnson Avenue Jonesboro
2278,Courtyard Kansas City Olathe,12151 South Strang Line Court Olathe
2279,Courtyard Kansas City Overland Park/Convention Center,11001 Woodson Avenue Overland Park
2280,Courtyard Kansas City Overland Park/Metcalf,11301 Metcalf Avenue Overland Park
2281,Courtyard Kansas City South,500 East 105th Street Kansas City
2282,Courtyard Knoxville Airport Alcoa,141 Furrow Way Alcoa
2283,Courtyard Knoxville Cedar Bluff,216 Langley Place Knoxville
2284,Courtyard Kokomo,411 Kentucky Drive. Kokomo
2285,Courtyard LaGrange,25 West Lafayette Square LaGrange
2286,Courtyard Lakeland,3725 Harden Blvd Lakeland
2287,Courtyard Lansing,2710 Lake Lansing Road Lansing
2288,Courtyard Lansing Downtown,600 East Michigan Avenue Lansing
2289,Courtyard Largo Capital Beltway,1320 Caraway Court Largo
2290,Courtyard Las Vegas Henderson/Green Valley,2800 North Green Valley Parkway Henderson
2291,Courtyard Lebanon,300 Corporate Drive Lebanon
2292,Courtyard Lehi at Thanksgiving Point,2801 West Club House Drive Lehi
2293,Courtyard Lexington North,775 Newtown Court Lexington
2294,Courtyard Lexington South/Hamburg Place,1951 Pleasant Ridge Drive
2295,Courtyard Lima,936 Greely Chapel Rd Lima
2296,Courtyard Little Rock Downtown,521 President Clinton Avenue Little Rock
2297,Courtyard Los Angeles Baldwin Park,14635 Baldwin Park Towne Center Baldwin Park
2298,Courtyard Los Angeles Hacienda Heights/Orange County,1905 S Azusa Avenue Hacienda Heights
2299,Courtyard Louisville East,9608 Blairwood Road Louisville
2300,Courtyard Loveland Fort Collins,6106 Sky Pond Drive Loveland
2301,Courtyard Lubbock,4011 South Loop 289 Lubbock
2302,Courtyard Lyndhurst Meadowlands,1 Polito Avenue Lyndhurst
2303,Courtyard Madison East,2502 Crossroads Drive Madison
2304,Courtyard Madison West/Middleton,2266 Deming Way Middleton
2305,Courtyard Mahwah,140 Route 17 South Mahwah
2306,Courtyard Manassas Battlefield Park,10701 Battleview Parkway Manassas
2307,Courtyard Manchester-Boston Regional Airport,700 Huse Road Manchester
2308,Courtyard Mankato,901 Raintree Road Mankato
2309,Courtyard Melbourne West,2101 W New Haven Avenue Melbourne
2310,Courtyard Memphis Airport,1780 Nonconnah Boulevard Memphis
2311,Courtyard Memphis Collierville,4640 Merchants Park Circle Collierville
2312,Courtyard Memphis East/Galleria,2785 New Brunswick Road Memphis
2313,Courtyard Memphis East/Park Avenue,6015 Park Avenue Memphis
2314,Courtyard Memphis Germantown,7750 Wolf River Blvd Germantown
2315,Courtyard Miami Airport West/Doral,3929 NW 79th Avenue Miami
2316,Courtyard Miami Coconut Grove,2649 South Bayshore Drive Miami
2317,Courtyard Miami Dadeland,9075 South Dadeland Blvd Miami
2318,Courtyard Miami Lakes,15700 NW 77th Court Miami Lakes
2319,Courtyard Miami West/FL Turnpike,11580 NW 105th St Miami
2320,Courtyard Milwaukee Airport,4620 South 5th Street Milwaukee
2321,Courtyard Milwaukee Brookfield,16865 West Bluemound Road Brookfield
2322,Courtyard Milwaukee North/Brown Deer,5200 West Brown Deer Road Brown Deer
2323,Courtyard Minneapolis Eden Prairie,11391 Viking Drive Eden Prairie
2324,Courtyard Minneapolis Maple Grove/Arbor Lakes,11871 Fountains Way Maple Grove
2325,Courtyard Minneapolis St. Paul/Roseville,2905 Centre Pointe Drive Roseville
2326,Courtyard Minneapolis West,9980 Wayzata Boulevard St. Louis Park
2327,Courtyard Minneapolis-St. Paul Airport,1352 Northland Drive Mendota Heights
2328,Courtyard Montgomery Prattville,2620 Legends Parkway Prattville
2329,Courtyard Montvale,100 Chestnut Ridge Road Montvale
2330,Courtyard Morgantown,460 Courtyard Street Morgantown
2331,Courtyard Mt. Laurel Cherry Hill,1000 Century Parkway Mount Laurel
2332,Courtyard Mt. Pleasant at Central Michigan University,2400 East Campus Drive Mount Pleasant
2333,Courtyard Muncie at Horizon Convention Center,601 South High Street Muncie
2334,Courtyard Nashua,2200 Southwood Drive Nashua
2335,Courtyard Nashville Brentwood,103 East Park Drive Brentwood
2336,Courtyard Nashville Goodlettsville,865 Conference Drive Goodlettsville
2337,Courtyard Nashville SE/Murfreesboro,1306 Greshampark Drive Murfreesboro
2338,Courtyard New Haven Wallingford,600 Northrop Road Wallingford
2339,Courtyard New Orleans Metairie,2 Galleria Blvd. Metairie
2340,Courtyard Newark Downtown,858 Broad Street Newark
2341,Courtyard Newark Elizabeth,87 International Blvd Elizabeth
2342,Courtyard Newark Granville,500 Highland Blvd. Newark
2343,Courtyard Newark-University of Delaware,400 David Hollowell Drive Newark
2344,Courtyard Newburgh Stewart Airport,4 Governor Drive Newburgh
2345,Courtyard Newport News Airport,530 St Johns Road Newport News
2346,Courtyard Newport News Yorktown,105 Cybernetics Way Yorktown
2347,Courtyard Norman,770 Copperfield Drive Norman
2348,Courtyard North Charleston Airport/Coliseum,2415 Mall Drive North Charleston
2349,Courtyard Ocala,3712 SW 38th Avenue Ocala
2350,Courtyard Odessa,7241 Tres Hermanas Boulevard Odessa
2351,Courtyard Ogden,247 24th Street Ogden
2352,Courtyard Omaha Bellevue at Beardmore Event Center,3730 Raynor Parkway Bellevue
2353,Courtyard Omaha East/Council Bluffs,2501 Bass Pro Drive Council Bluffs
2354,Courtyard Omaha La Vista,12560 Westport Parkway La Vista
2355,Courtyard Ontario Rancho Cucamonga,11525 Mission Vista Dr. Rancho Cucamonga
2356,Courtyard Orlando Altamonte Springs/Maitland,1750 Pembrook Drive Orlando
2357,Courtyard Orlando East/UCF Area,12000 Collegiate Way Orlando
2358,Courtyard Orlando Lake Mary/North,135 International Parkway Lake Mary
2359,Courtyard Palmdale,530 West Rancho Vista Blvd. Palmdale
2360,Courtyard Paramus,320 Route 17 North Paramus
2361,Courtyard Parsippany,3769 Route 46 East Parsippany
2362,Courtyard Pasco Tri-Cities Airport,2101 W. Argent Road Pasco
2363,Courtyard Pensacola Downtown,700 East Chase Street Pensacola
2364,Courtyard Pensacola West,3200 West Nine Mile Road Pensacola
2365,Courtyard Peoria,1928 West War Memorial Drive Peoria
2366,Courtyard Peoria Downtown,533 Main Street Peoria
2367,Courtyard Philadelphia Devon/Villanova,762 W Lancaster Avenue Wayne
2368,Courtyard Philadelphia Great Valley/Malvern,280 Old Morehall Road Malvern
2369,Courtyard Philadelphia Langhorne,5 Cabot Blvd East Langhorne
2370,Courtyard Philadelphia Lansdale,1737 Sumneytown Pike Lansdale
2371,Courtyard Philadelphia Montgomeryville,544 Dekalb Pike North Wales
2372,Courtyard Philadelphia Plymouth Meeting,651 Fountain Road Plymouth Meeting
2373,Courtyard Philadelphia Valley Forge/Collegeville,600 Campus Drive Collegeville
2374,Courtyard Philadelphia Valley Forge/King of Prussia,1100 Drummers Lane Wayne
2375,Courtyard Phoenix Chandler,920 N 54th Street Chandler
2376,Courtyard Phoenix Mesa,1221 South Westwood Mesa
2377,Courtyard Phoenix North/Happy Valley,2029 West Whispering Wind Drive (formerly Hatfield Road) Phoenix
2378,Courtyard Pittsburgh Airport,450 Cherrington Parkway Coraopolis
2379,Courtyard Pittsburgh Airport Settlers Ridge,5100 Campbells Run Road Pittsburgh
2380,Courtyard Pittsburgh Greensburg,700 Power Line Drive Greensburg
2381,Courtyard Pittsburgh Monroeville,3962 William Penn Highway Monroeville
2382,Courtyard Pittsburgh Shadyside,5308 Liberty Avenue Pittsburgh
2383,Courtyard Pittsburgh Washington/Meadow Lands,1800 Tanger Boulevard Washington
2384,Courtyard Portland Beaverton,8500 SW Nimbus Avenue Beaverton
2385,Courtyard Portland Hillsboro,3050 NW Stucki Place Hillsboro
2386,Courtyard Princeton,3815 US Route 1 @ Mapleton Rd Princeton
2387,Courtyard Pueblo Downtown,110 W. 1st Street/City Center Drive Pueblo
2388,Courtyard Raleigh Cary,102 Edinburgh Drive South Cary
2389,Courtyard Raleigh Crabtree Valley,3908 Arrow Drive Raleigh
2390,Courtyard Raleigh Midtown,1041 Wake Towne Drive Raleigh
2391,Courtyard Raleigh North/Triangle Town Center,3401 Sumner Blvd Raleigh
2392,Courtyard Raleigh-Durham Airport/Morrisville,2001 Hospitality Court Morrisville
2393,Courtyard Reading Wyomissing,150 North Park Road Reading
2394,Courtyard Richland Columbia Point,480 Columbia Point Drive Richland
2395,Courtyard Richmond Chester,2001 West Hundred Road Chester
2396,Courtyard Roanoke Airport,3301 Ordway Drive Roanoke
2397,Courtyard Rochester Brighton,33 Corporate Woods Drive Rochester
2398,Courtyard Rochester East/Penfield,1000 Linden Park Rochester
2399,Courtyard Rock Hill,1300 River Run Court Rock Hill
2400,Courtyard Rockaway-Mt. Arlington,15 Howard Boulevard Mt. Arlington
2401,Courtyard Rockford,7676 East State St. Rockford
2402,Courtyard Rockville,2500 Research Boulevard Rockville
2403,Courtyard Rocky Mount,250 Gateway Boulevard Rocky Mount
2404,Courtyard Roseville Galleria Mall/Creekside Ridge Drive,301 Creekside Ridge Court Roseville
2405,Courtyard Ruston,1309 Maxwell Boulevard Ruston
2406,Courtyard Sacramento Folsom,2575 Iron Point Road Folsom
2407,Courtyard Sacramento Rancho Cordova,10683 White Rock Road Rancho Cordova
2408,Courtyard Salina,3020 Riffel Drive Salina
2409,Courtyard Salisbury,120 Marriott Circle Salisbury
2410,Courtyard Salt Lake City Airport,4843 West Douglas Corrigan Way Salt Lake City
2411,Courtyard Salt Lake City Layton,1803 Woodland Park Drive Layton
2412,Courtyard San Antonio Airport,8615 Broadway Street San Antonio
2413,Courtyard San Antonio Airport/North Star Mall,80 NE Loop 410 San Antonio
2414,Courtyard San Antonio Downtown/Market Square,600 Santa Rosa South San Antonio
2415,Courtyard San Antonio Medical Center,8585 Marriott Drive San Antonio
2416,Courtyard San Antonio North/Stone Oak at Legacy,1803 East Sonterra Blvd San Antonio
2417,Courtyard San Antonio SeaWorld®/Lackland,6738 NW Loop 410 San Antonio
2418,Courtyard San Antonio SeaWorld®/Westover Hills,11605 State Highway 151 San Antonio
2419,Courtyard San Antonio Six Flags® at The RIM,5731 Rim Pass Drive San Antonio
2420,Courtyard Seattle Everett Downtown,3003 Colby Avenue Everett
2421,Courtyard Seattle North/Lynnwood Everett,4220 Alderwood Mall Boulevard Lynnwood
2422,Courtyard Springfield,3462 Freedom Drive Springfield
2423,Courtyard Springfield,6710 Commerce Street Springfield
2424,Courtyard Springfield Airport,3527 West Kearney Springfield
2425,Courtyard Springfield Downtown,100 South Fountain Avenue Springfield
2426,Courtyard St Louis Chesterfield,17369 Chesterfield Airport Road Chesterfield
2427,Courtyard St Paul Woodbury,185 Radio Drive Woodbury
2428,Courtyard St. Augustine I-95,2075 State Road 16 St. Augustine
2429,Courtyard St. Cloud,404 West St Germain Street St. Cloud
2430,Courtyard St. Louis Creve Coeur,828 N New Ballas Road Creve Coeur
2431,Courtyard St. Louis St. Peters,4341 Veterans Memorial Parkway St. Peters
2432,Courtyard St. Louis Westport Plaza,11888 Westline Industrial Dr St. Louis
2433,Courtyard St. Petersburg Clearwater,3131 Executive Drive Clearwater
2434,Courtyard Stafford Quantico,375 Corporate Drive Stafford
2435,Courtyard Statesville Mooresville/Lake Norman,1530 Cinema Drive Statesville
2436,Courtyard Stuart,7615 SW Lost River Road Stuart
2437,Courtyard Suffolk Chesapeake,8060 Harbour View Boulevard Suffolk
2438,Courtyard Syracuse Carrier Circle,6415 Yorktown Circle East Syracuse
2439,Courtyard Tallahassee North/I-10 Capital Circle,1972 Raymond Diehl Road Tallahassee
2440,Courtyard Tampa Brandon,10152 Palm River Road Tampa
2441,Courtyard Tampa North/I-75 Fletcher,13575 Cypress Glen Lane Tampa
2442,Courtyard Tampa Northwest/Veterans Expressway,12730 Citrus Park Lane Tampa
2443,Courtyard Tampa Oldsmar,4014 Tampa Road Oldsmar
2444,Courtyard Tampa Westshore/Airport,3805 West Cypress Tampa
2445,Courtyard Tarrytown Westchester County,475 White Plains Road Tarrytown
2446,Courtyard Tinton Falls Eatontown,600 Hope Road Tinton Falls
2447,Courtyard Toledo Maumee/Arrowhead,415 West Dussel Drive Maumee
2448,Courtyard Toledo North,5875 Hagman Road Toledo
2449,Courtyard Toledo Rossford/Perrysburg,9789 Clark Drive Rossford
2450,Courtyard Toledo West,3536 Secor Road Toledo
2451,Courtyard Troy,115 Troy Plaza Loop Troy
2452,Courtyard Tucson Airport,2505 East Executive Drive Tucson
2453,Courtyard Tucson Williams Centre,201 South Williams Boulevard Tucson
2454,Courtyard Tulsa Downtown,415 S. Boston Avenue Tulsa
2455,Courtyard Vacaville,120 Nut Tree Parkway Vacaville
2456,Courtyard Valdosta,1564 Baytree Road Valdosta
2457,Courtyard Virginia Beach Norfolk,5700 Greenwich Road Virginia Beach
2458,Courtyard Warner Robins,589 Carl Vinson Parkway Warner Robins
2459,Courtyard Waterbury Downtown,63 Grand Street Waterbury
2460,Courtyard Wausau,1000 South 22nd Avenue Wausau
2461,Courtyard Wayne Fairfield,263 US-46 West Wayne
2462,Courtyard West Springfield,885 Riverdale Street West Springfield
2463,Courtyard Wichita at Old Town,820 East 2nd Street North Wichita
2464,Courtyard Wichita Falls,3800 Tarry Street Wichita Falls
2465,Courtyard Wilkes-Barre Arena,879 Schechter Drive Wilkes-Barre
2466,Courtyard Wilmington Brandywine,320 Rocky Run Parkway Wilmington
2467,Courtyard Wilmington Downtown,1102 N West Street Wilmington
2468,Courtyard Wilmington Newark/Christiana Mall,48 Geoffrey Drive Newark
2469,Courtyard Wilmington/Wrightsville Beach,151 Van Campen Boulevard Wilmington
2470,Courtyard Winston-Salem Downtown,640 West Fourth Street Winston-Salem
2471,Courtyard Winston-Salem Hanes Mall,1600 Westbrook Plaza Drive Winston-Salem
2472,Courtyard Winston-Salem University,3111 University Parkway Winston-Salem
2473,Courtyard Winter Haven,6225 Cypress Gardens Boulevard SE Winter Haven
2474,Courtyard Yonkers Westchester County,5 Executive Boulevard Yonkers
2475,Courtyard York,2799 Concord Road York
2476,Courtyard Youngstown Canfield,4173 Westford Place Canfield
2477,Fairfield Inn & Suites Abingdon,923 East Main Street Abingdon
2478,Fairfield Inn & Suites Akron Stow,4170 Steels Pointe Stow
2479,Fairfield Inn & Suites Alamogordo,300 Panorama Boulevard Alamogordo
